ADDRESS, LONDON_BALANCE, GIFT_BALANCE, AIRDROP_BALANCE, EMBERS_AIRDROPPED 
0x5e3d81f47cdaf4ff4622a40b3e76fe0b896e5324, 27136.120831735573983702, 4, 67136.120831735573983702, 2 
0x4e7e1c73c116649c1c684acb6ec98bac4fbb4ef6, 24727.959497406791003495, 19, 214727.959497406791003495, 5 
0xb0b2b405c9d09d129e9f9b18c9dd218c532f2b2a, 23721.309987471852003715, 15, 173721.309987471852003715, 5 
0x63c8e1155e2be1e10041ff56625805abcf1fbf9b, 23515.567, 4, 63515.567, 2 
0x06f42ed4613acdc86d3b5c9ddc602efb622be0e1, 23385.0, 11, 133385.0, 5 
0xa619e118960a0ab71eeb410b662cabec325a9cb0, 23204.003, 6, 83204.003, 2 
0xe73e90fc400c0256bc271c83e576acb97603452b, 20732.751773637843432616, 3, 50732.751773637843432616, 2 
0xc1f28e810cf2f8e1922a874f66112c7bf26a929a, 15447.08, 4, 55447.08, 2 
0xe618c760d3f09d028f13fc74e31b8ea90155f551, 15116.182024255702520073, 13, 145116.182024255702520073, 5 
0xffd68bb1b7882019b394a4efdd007a6e1b5ece5e, 14739.289585907046580275, 6, 74739.289585907046580275, 2 
0xd79df18dae47442e040ce0d6cafbf1f549ecd8c9, 14031.0, 5, 64031.0, 2 
0x85b6ac2dd05dff3767e78900ab5db55c12da1b8b, 13311.352802046724172372, 4, 53311.352802046724172372, 2 
0x18c6a47aca1c6a237e53ed2fc3a8fb392c97169b, 10769.451052651066748528, 4, 50769.451052651066748528, 2 
0x987dad22e28fce25574d0b728b376c6ec20cd7f5, 10001.0, 4, 50001.0, 2 
0xe58ac4e0d21917a05534b0d37a56e8bcdab7f00b, 10000.0, 9, 100000.0, 5 
0x66a12663780175f1d29d1a885b429b2cd138b178, 9038.168296898640483216, 5, 59038.168296898640483216, 2 
0x23324ed44904260fe555b18e5ba95c6030b9227d, 8092.155890541773084422, 33, 338092.155890541773084422, 16 
0x04d13d57bf2f60c4c5024fba1a6cb20efea99a77, 7703.73445426247204765, 6, 67703.73445426247204765, 2 
0x60c0ce0943115aea52f1979719a9cca43ed104ee, 7521.468, 5, 57521.468, 2 
0x2e10fd3884dce04f992a3b68d52f807014b41237, 7262.056040336257669536, 49, 497262.056040336257669536, 16 
0x491fd53e5e0d8b4a5f28d008856060cda5380aaf, 7000.0, 5, 57000.0, 2 
0x2ee8670d2b936985d5fb1ee968810c155d3bb9ca, 6677.0, 31, 316677.0, 16 
0xf98ff587feb37db9e6934ddaf1ab377240430753, 6621.519308087653947827, 6, 66621.519308087653947827, 2 
0x0503ed50534614193fcd085c5de01728a4824822, 6470.299341551484897754, 6, 66470.299341551484897754, 2 
0x535a23852cd726000856cf370b42c9a6d37779a9, 5873.325674632556767018, 8, 85873.325674632556767018, 2 
0x8177598e08ee8199c160a48c7a0af31ab54bb59f, 5260.148, 15, 155260.148, 5 
0xb357898e23a2d72cf63080dde46693e890f2a9a7, 4834.884, 7, 74834.884, 2 
0xb4374bd294601a2b69dc6c0de1243f047ebe6e29, 4516.158035052946857548, 5, 54516.158035052946857548, 2 
0x42a60d2f2ffa2150c568010a8d425f0aad284fd2, 3504.478374823084925629, 15, 153504.478374823084925629, 5 
0x9428ca8b5fe52c33bd0bd7222d719d788b6467f4, 3118.0, 5, 53118.0, 2 
0x1a15d4dd8a84dbf8426347288154e083901a55f6, 3117.63409027414334769, 5, 53117.63409027414334769, 2 
0xa595f35cb8916efa230f189bd7a1eb6894172a16, 2663.317149475786252635, 66, 662663.317149475786252635, 16 
0x19fff7b830e828647059e636d1faebe0125a2ffd, 2573.539, 5, 52573.539, 2 
0x8ae0b7de9e955a9f2740b2ce7133c694d6a82297, 2307.0, 11, 112307.0, 5 
0xf1a282dfd88eddd574b0f27ffef2ed73c9d66875, 1908.151, 7, 71908.151, 2 
0x3643420ae82819edd3f8bf99bb4543ccce478757, 1892.0, 86, 861892.0, 16 
0x3b3525f60eeea4a1ef554df5425912c2a532875d, 1620.423, 6, 61620.423, 2 
0x8f8b4759dc93ca55bd6997df719f20f581f10f5c, 1600.0, 5, 51600.0, 2 
0xb1916a4ac1bd5d4a0a850787691d2042ed6c406e, 1559.0, 5, 51559.0, 2 
0x04e151e8990d300da625340592fdff30c3332081, 1559.0, 8, 81559.0, 2 
0xa83f6bec55a100ca3402245fc1d46127889354ec, 1526.0, 5, 51526.0, 2 
0xf9dbd46ec67dad36794fe788c29147e00fc25fe7, 1480.988972706170135243, 8, 81480.988972706170135243, 2 
0xa94b40c53432f0576e64873ce1cead1aae62fc90, 1428.848890613208008883, 11, 111428.848890613208008883, 5 
0x81e5cd19323ce7f6b36c9511fbc98d477a188b13, 1356.311, 25, 251356.311, 5 
0x47a931aba7dca4c8a61458797ed58f15170efe90, 1323.0, 7, 71323.0, 2 
0x804a6d1a4201aa4f17f7dc86aae24bf07333de95, 1299.420939975619949506, 15, 151299.420939975619949506, 5 
0xcc3b2af633074ae159a16a0eda2753e7578262ec, 1202.004, 6, 61202.004, 2 
0x0799442ce0f90f8837fdeece82cd2735625b4bf9, 1064.052399083543130543, 27, 271064.052399083543130543, 5 
0x6eaa31bbdd2fe3eb884f79675183019131cfcc85, 1034.099834442355420932, 6, 61034.099834442355420932, 2 
0x099b939c9abe0c146a3c915ef065161607e75ac2, 1031.548643847602159005, 10, 101031.548643847602159005, 5 
0xae26b20104f4b7ef39d23e01b83048f28cbae01d, 1005.088663034367762942, 9, 91005.088663034367762942, 2 
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23, 879.607456745667916993, 7, 70879.607456745667916993, 2 
0x2b47c57a4c9fc1649b43500f4c0cda6cf29be278, 848.768, 5, 50848.768, 2 
0x6bf97f2534be2242ddb3a29bfb24d498212dcded, 672.374659479414466361, 113, 1130672.374659479414466361, 16 
0xf69ea6646cf682262e84cd7c67133eac59cef07b, 639.777956225561884481, 11, 110639.777956225561884481, 5 
0xe0c71f6c2fea87f2155de000e090b09f65d361df, 603.0, 83, 830603.0, 16 
0x6301add4fb128de9778b8651a2a9278b86761423, 567.275438018186134412, 10, 100567.275438018186134412, 5 
0xcf6f5a68d94165081a634ada997be3a93426c467, 553.042218782954978911, 14, 140553.042218782954978911, 5 
0xb6ad61b7558c718269a9129bd9ed9839d88a126a, 542.424, 19, 190542.424, 5 
0x0cac9c3d7196f5bbd76fadcd771fb69b772c0f9d, 538.37199045334614277, 14, 140538.37199045334614277, 5 
0xd43f173e96300840a69ef0a43738019450792f7e, 533.273, 40, 400533.273, 16 
0x37f64fb7fa2fbc5f6056301273faf8a1fc803b7a, 476.392188514821311091, 13, 130476.392188514821311091, 5 
0x9499054d02a725316d61fa896c29d58550ee4a5b, 470.0, 17, 170470.0, 5 
0x6c0e639dcfc73e810bf66c90a9005d4ebd8a7e5d, 441.0, 13, 130441.0, 5 
0x6a0129cee67778cd45df5a35a3802e4fd80b77b9, 441.0, 12, 120441.0, 5 
0xa7bd745215fa1cee3e93ef2de195c5a53b6c75bb, 427.194808208095094184, 11, 110427.194808208095094184, 5 
0x2a07272af1327699f36f06835a2410f4367e7a5c, 425.167590471262764575, 11, 110425.167590471262764575, 5 
0x82b1f29c5608238df2618f996827933c0d844079, 354.07742644243996172, 6, 60354.07742644243996172, 2 
0x2e419a06feb47d5f640636a55a814757fa10edf9, 328.668, 6, 60328.668, 2 
0xba567d6ce93c021e46baa959ffc241fe35a10297, 288.457430960847660392, 8, 80288.457430960847660392, 2 
0x1a31395f7ee44b6c5aef70bbd48718aa1b33b789, 264.59073887751768146, 10, 100264.59073887751768146, 5 
0x13b3a50f3947476eda74fe191344524e2d2d28e5, 264.0, 5, 50264.0, 2 
0xf2c06f90fb58844c09220e01e3116a2293df6960, 263.003266520546138364, 9, 90263.003266520546138364, 2 
0xabaf489d77c04b9881cfcddb709a5fbd0463740a, 239.844, 8, 80239.844, 2 
0x0ec367cdf3a99f66fadcd9cf089e8e455cd4a230, 236.0, 40, 400236.0, 16 
0x9157e4c18511558353fde20782598e4dfc87bf4b, 230.484, 5, 50230.484, 2 
0x5f80fa8a11fcab25bc4837f0009737d5e9ca9f3e, 207.013187577959975158, 14, 140207.013187577959975158, 5 
0x05941c397545b80cc196fe139b989ab1be63197c, 200.0, 5, 50200.0, 2 
0x95be4adf7f8c69852317301a5a77a4998277200d, 195.89565206771103143, 15, 150195.89565206771103143, 5 
0x1c71122bb75c6ceee7dfe50a45dc571f784f5cab, 195.066827715468894893, 8, 80195.066827715468894893, 2 
0x886478d3cf9581b624cb35b5446693fc8a58b787, 176.461740166778320135, 5, 50176.461740166778320135, 2 
0x721931508df2764fd4f70c53da646cb8aed16ace, 166.675907729800188217, 10, 100166.675907729800188217, 5 
0xda6ad74619e62503c4cbefbe02ae05c8f4314591, 149.551148807313874128, 27, 270149.551148807313874128, 5 
0x13ff6c84ce051a8450f6de2f34b4cc5666f17fd4, 147.266, 7, 70147.266, 2 
0x4dc6750a016db9a96fef40d852e1faee11733db6, 138.028, 6, 60138.028, 2 
0x771041cd228925611b2933419b256b15dc7cd794, 130.982231838573493987, 6, 60130.982231838573493987, 2 
0x1043320e260f016a80273f6cdf52b45573f51fe2, 129.877, 14, 140129.877, 5 
0x61d0ea212b35721e021f56094603165a92410c19, 105.133, 6, 60105.133, 2 
0xafa0f92a61850a685e7d4a0d73fa816aa5624331, 103.687469107504541361, 12, 120103.687469107504541361, 5 
0xa586f6f73db2421655873b338cb27e94612fe122, 100.0, 6, 60100.0, 2 
0x108a8b7200d044bbbe95bef6f671baec5473e05f, 88.904374858095791214, 10, 100088.904374858095791214, 5 
0x00493aa44bcfd6f0c2ecc7f8b154e4fb352d1c81, 88.842, 5, 50088.842, 2 
0xda05849b2fe63075266a22e972ea65f6d445daf1, 77.844882110068221456, 10, 100077.844882110068221456, 5 
0xaa2e61bd52d62cccc988e3dd1e38fc10c25741e5, 75.139, 7, 70075.139, 2 
0x078ad2aa3b4527e4996d087906b2a3da51bba122, 74.504, 7, 70074.504, 2 
0x88da36152d4691e8d4efc998ddb7b22fe1b16898, 65.499802426559799927, 5, 50065.499802426559799927, 2 
0xa1cac3e6d20ed63617fa43e1fe2600dc3b2b33e4, 54.884, 7, 70054.884, 2 
0x751893105b1ece3b7feda367b92cd1bcf2abd673, 45.487284357513354096, 9, 90045.487284357513354096, 2 
0xf636b6b5913ee5c3bf4d52d13ce6c40179c794bf, 42.854369169198429021, 15, 150042.854369169198429021, 5 
0xb59825afbba29d5257f877a8a64265c3a10fc2ab, 41.0, 18, 180041.0, 5 
0xa5e2bb97de3c62ca06f1a2293eb7e01c114e9a49, 41.0, 6, 60041.0, 2 
0x8aa04ed102fcc87f6c3851803048321a3a211448, 41.0, 8, 80041.0, 2 
0x60af7a0cf62dc30761b4a1040617de37d9c3b7ff, 41.0, 5, 50041.0, 2 
0x504c11bdbe6e29b46e23e9a15d9c8d2e2e795709, 29.230321040667644447, 12, 120029.230321040667644447, 5 
0xd7dd9b2af7eacb2db2b62d12da17bea9ff07770b, 27.261, 8, 80027.261, 2 
0x704c978d50590b21e4c2f43eb4da24fe61fcd707, 25.135510082506940057, 11, 110025.135510082506940057, 5 
0xb3479ac22ab13a9d359c1aa0fdf6f7e3d39a207c, 23.0, 5, 50023.0, 2 
0xa83fa9c834bb5abe25f9c56eb5845b3203df94f2, 12.171911048564486464, 8, 80012.171911048564486464, 2 
0x634775efe2d77ff787fa843a57e752b9bd515f41, 8.494468856040478173, 13, 130008.494468856040478173, 5 
0x20251a0505ead51fb2c6ce5c1f399924ea068322, 3.0, 22, 220003.0, 5 
0x367c49e002616469e2ad73485ef3912520bcfca2, 2.0, 6, 60002.0, 2 
0x836ef81a58e5565b8d1d555ec8e9a5c2792511c6, 1.0, 5, 50001.0, 2 
0x469adaf766fb35f1a3c2569fe8c57a50f4b39131, 0.781513775582907599, 14, 140000.781513775582907599, 5 
0x08d816526bdc9d077dd685bd9fa49f58a5ab8e48, 0.62, 20, 200000.62, 5 
0x0e72a4457ced0d96f8d7108bd733110d87c12ceb, 0.444, 5, 50000.444, 2 
0x99a8e56c134f3a6277d9605cf29e43d323462929, 0.0, 32, 320000.0, 16 
0xe606a466aba5ca7d89b08bd19dd10c43b95814f6, 0.0, 56, 560000.0, 16 
0x954cfc3b0cd64c88ea075f676262e5f93e071b9e, 0.0, 8, 80000.0, 2 
0xc279f228954abd02a2adbebba2e8d85816355316, 0.0, 15, 150000.0, 5 
0x69ef61afc3aa356e1ac97347119d75cbdabef534, 0.0, 20, 200000.0, 5 
0x7b4a5410713fe715312d4bb99b30ab00f045f2f4, 0.0, 12, 120000.0, 5 
0xc7b42f99c63126b22858f4eed636f805cfe82c91, 0.0, 23, 230000.0, 5 
0xb428396d64b0a36c7765da55f64a6b2538d29589, 0.0, 6, 60000.0, 2 
0x07c578047dd6dea9a14c8b20301a18e491be30bc, 0.0, 11, 110000.0, 5 
